date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202131,neighboring_chfl,chronic_disease,36,indication,NA,5343,NA,0.061,6.1,13.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,neighboring_chfl,chronic_disease,35,indication,NA,5378,NA,0.06,6,13.700000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,neighboring_chfl,chronic_disease,38,indication,NA,5416,NA,0.05,5,13.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,neighboring_chfl,chronic_disease,32,indication,NA,5448,NA,0.043,4.3,13.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,neighboring_chfl,chronic_disease,25,indication,NA,5473,NA,0.042,4.2,13.200000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,neighboring_chfl,chronic_disease,30,indication,NA,5503,NA,0.062,6.2,13.100000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,neighboring_chfl,chronic_disease,18,indication,NA,5521,NA,0.042,4.2,13,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,neighboring_chfl,chronic_disease,12,indication,NA,5533,NA,0.034,3.4000000000000004,13,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,neighboring_chfl,chronic_disease,17,indication,NA,5550,NA,0.041,4.1000000000000005,12.9,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,neighboring_chfl,chronic_disease,24,indication,NA,5574,NA,0.053,5.3,12.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,neighboring_chfl,chronic_disease,34,indication,NA,5608,NA,0.057,5.7,12.7,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,neighboring_chfl,chronic_disease,31,indication,NA,5639,NA,0.057,5.7,12.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,neighboring_chfl,chronic_disease,9,indication,NA,5648,NA,0.027,2.7,12.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,neighboring_chfl,chronic_disease,11,indication,NA,5659,NA,0.039,3.9,12.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,neighboring_chfl,chronic_disease,13,indication,NA,5672,NA,0.052,5.2,12.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,neighboring_chfl,chronic_disease,15,indication,NA,5687,NA,0.079,7.9,12.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,neighboring_chfl,med_prof,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,neighboring_chfl,med_prof,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,neighboring_chfl,med_prof,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,neighboring_chfl,med_prof,1,indication,NA,1,NA,1,100,100,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,neighboring_chfl,med_prof,36,indication,NA,37,NA,0.9,90,90.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,neighboring_chfl,med_prof,55,indication,NA,92,NA,0.786,78.60000000000001,82.89999999999999,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202105,neighboring_chfl,med_prof,63,indication,NA,155,NA,0.5,50,65.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202106,neighboring_chfl,med_prof,274,indication,NA,429,NA,0.727,72.7,69.89999999999999,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202107,neighboring_chfl,med_prof,271,indication,NA,700,NA,0.674,67.4,68.89999999999999,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202108,neighboring_chfl,med_prof,154,indication,NA,854,NA,0.397,39.7,60.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202109,neighboring_chfl,med_prof,163,indication,NA,1017,NA,0.43,43,56.99999999999999,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202110,neighboring_chfl,med_prof,237,indication,NA,1254,NA,0.487,48.699999999999996,55.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,neighboring_chfl,med_prof,584,indication,NA,1838,NA,0.678,67.80000000000001,58.699999999999996,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202112,neighboring_chfl,med_prof,626,indication,NA,2464,NA,0.667,66.7,60.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202113,neighboring_chfl,med_prof,509,indication,NA,2973,NA,0.553,55.300000000000004,59.599999999999994,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202114,neighboring_chfl,med_prof,359,indication,NA,3332,NA,0.491,49.1,58.199999999999996,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202115,neighboring_chfl,med_prof,272,indication,NA,3604,NA,0.434,43.4,56.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202116,neighboring_chfl,med_prof,570,indication,NA,4174,NA,0.5,50,55.7,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202117,neighboring_chfl,med_prof,635,indication,NA,4809,NA,0.521,52.1,55.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202118,neighboring_chfl,med_prof,885,indication,NA,5694,NA,0.566,56.599999999999994,55.400000000000006,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202119,neighboring_chfl,med_prof,1057,indication,NA,6751,NA,0.549,54.900000000000006,55.400000000000006,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202120,neighboring_chfl,med_prof,1618,indication,NA,8369,NA,0.428,42.8,52.400000000000006,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202121,neighboring_chfl,med_prof,1445,indication,NA,9814,NA,0.454,45.4,51.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202122,neighboring_chfl,med_prof,1073,indication,NA,10887,NA,0.314,31.4,48.199999999999996,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202123,neighboring_chfl,med_prof,600,indication,NA,11487,NA,0.197,19.7,44.9,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202124,neighboring_chfl,med_prof,451,indication,NA,11938,NA,0.203,20.3,42.9,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202125,neighboring_chfl,med_prof,329,indication,NA,12267,NA,0.167,16.7,41.199999999999996,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202126,neighboring_chfl,med_prof,252,indication,NA,12519,NA,0.129,12.9,39.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202127,neighboring_chfl,med_prof,148,indication,NA,12667,NA,0.074,7.3999999999999995,37.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202128,neighboring_chfl,med_prof,118,indication,NA,12785,NA,0.06,6,35.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202129,neighboring_chfl,med_prof,116,indication,NA,12901,NA,0.073,7.3,34.599999999999994,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202130,neighboring_chfl,med_prof,78,indication,NA,12979,NA,0.09,9,34,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202131,neighboring_chfl,med_prof,55,indication,NA,13034,NA,0.094,9.4,33.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,neighboring_chfl,med_prof,72,indication,NA,13106,NA,0.122,12.2,33.300000000000004,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,neighboring_chfl,med_prof,96,indication,NA,13202,NA,0.126,12.6,32.9,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,neighboring_chfl,med_prof,66,indication,NA,13268,NA,0.089,8.9,32.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,neighboring_chfl,med_prof,84,indication,NA,13352,NA,0.14,14.000000000000002,32.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,neighboring_chfl,med_prof,61,indication,NA,13413,NA,0.126,12.6,32,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,neighboring_chfl,med_prof,46,indication,NA,13459,NA,0.106,10.6,31.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,neighboring_chfl,med_prof,53,indication,NA,13512,NA,0.152,15.2,31.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,neighboring_chfl,med_prof,31,indication,NA,13543,NA,0.076,7.6,31.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,neighboring_chfl,med_prof,29,indication,NA,13572,NA,0.064,6.4,31.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,neighboring_chfl,med_prof,49,indication,NA,13621,NA,0.082,8.200000000000001,30.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,neighboring_chfl,med_prof,29,indication,NA,13650,NA,0.053,5.3,30.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,neighboring_chfl,med_prof,23,indication,NA,13673,NA,0.068,6.800000000000001,30.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,neighboring_chfl,med_prof,14,indication,NA,13687,NA,0.049,4.9,30.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,neighboring_chfl,med_prof,13,indication,NA,13700,NA,0.052,5.2,30,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,neighboring_chfl,med_prof,14,indication,NA,13714,NA,0.074,7.3999999999999995,30,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,neighboring_chfl,contact_vuln,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,neighboring_chfl,contact_vuln,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,neighboring_chfl,contact_vuln,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,neighboring_chfl,contact_vuln,0,indication,NA,0,NA,0,0,0,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,neighboring_chfl,contact_vuln,0,indication,NA,0,NA,0,0,0,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,neighboring_chfl,contact_vuln,2,indication,NA,2,NA,0.029,2.9000000000000004,1.7999999999999998,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202105,neighboring_chfl,contact_vuln,5,indication,NA,7,NA,0.04,4,3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202106,neighboring_chfl,contact_vuln,4,indication,NA,11,NA,0.011,1.0999999999999999,1.7999999999999998,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202107,neighboring_chfl,contact_vuln,7,indication,NA,18,NA,0.017,1.7000000000000002,1.7999999999999998,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202108,neighboring_chfl,contact_vuln,3,indication,NA,21,NA,0.008,0.8,1.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202109,neighboring_chfl,contact_vuln,7,indication,NA,28,NA,0.018,1.7999999999999998,1.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202110,neighboring_chfl,contact_vuln,2,indication,NA,30,NA,0.004,0.4,1.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,neighboring_chfl,contact_vuln,12,indication,NA,42,NA,0.014,1.4000000000000001,1.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202112,neighboring_chfl,contact_vuln,23,indication,NA,65,NA,0.025,2.5,1.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202113,neighboring_chfl,contact_vuln,22,indication,NA,87,NA,0.024,2.4,1.7000000000000002,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202114,neighboring_chfl,contact_vuln,17,indication,NA,104,NA,0.023,2.3,1.7999999999999998,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202115,neighboring_chfl,contact_vuln,23,indication,NA,127,NA,0.037,3.6999999999999997,2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202116,neighboring_chfl,contact_vuln,68,indication,NA,195,NA,0.06,6,2.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202117,neighboring_chfl,contact_vuln,66,indication,NA,261,NA,0.054,5.4,3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202118,neighboring_chfl,contact_vuln,89,indication,NA,350,NA,0.057,5.7,3.4000000000000004,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202119,neighboring_chfl,contact_vuln,95,indication,NA,445,NA,0.049,4.9,3.5999999999999996,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202120,neighboring_chfl,contact_vuln,283,indication,NA,728,NA,0.075,7.5,4.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202121,neighboring_chfl,contact_vuln,256,indication,NA,984,NA,0.08,8,5.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202122,neighboring_chfl,contact_vuln,451,indication,NA,1435,NA,0.132,13.200000000000001,6.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202123,neighboring_chfl,contact_vuln,389,indication,NA,1824,NA,0.128,12.8,7.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202124,neighboring_chfl,contact_vuln,246,indication,NA,2070,NA,0.111,11.1,7.3999999999999995,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202125,neighboring_chfl,contact_vuln,204,indication,NA,2274,NA,0.103,10.299999999999999,7.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202126,neighboring_chfl,contact_vuln,198,indication,NA,2472,NA,0.102,10.2,7.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202127,neighboring_chfl,contact_vuln,218,indication,NA,2690,NA,0.109,10.9,8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202128,neighboring_chfl,contact_vuln,257,indication,NA,2947,NA,0.13,13,8.200000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202129,neighboring_chfl,contact_vuln,188,indication,NA,3135,NA,0.119,11.899999999999999,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202130,neighboring_chfl,contact_vuln,90,indication,NA,3225,NA,0.104,10.4,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202131,neighboring_chfl,contact_vuln,46,indication,NA,3271,NA,0.078,7.8,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,neighboring_chfl,contact_vuln,40,indication,NA,3311,NA,0.068,6.800000000000001,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,neighboring_chfl,contact_vuln,61,indication,NA,3372,NA,0.08,8,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,neighboring_chfl,contact_vuln,58,indication,NA,3430,NA,0.078,7.8,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,neighboring_chfl,contact_vuln,49,indication,NA,3479,NA,0.082,8.200000000000001,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,neighboring_chfl,contact_vuln,32,indication,NA,3511,NA,0.066,6.6000000000000005,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,neighboring_chfl,contact_vuln,30,indication,NA,3541,NA,0.069,6.9,8.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,neighboring_chfl,contact_vuln,16,indication,NA,3557,NA,0.046,4.6,8.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,neighboring_chfl,contact_vuln,19,indication,NA,3576,NA,0.046,4.6,8.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,neighboring_chfl,contact_vuln,33,indication,NA,3609,NA,0.073,7.3,8.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,neighboring_chfl,contact_vuln,35,indication,NA,3644,NA,0.058,5.800000000000001,8.200000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,neighboring_chfl,contact_vuln,27,indication,NA,3671,NA,0.05,5,8.200000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,neighboring_chfl,contact_vuln,15,indication,NA,3686,NA,0.044,4.3999999999999995,8.200000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,neighboring_chfl,contact_vuln,12,indication,NA,3698,NA,0.042,4.2,8.200000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,neighboring_chfl,contact_vuln,11,indication,NA,3709,NA,0.044,4.3999999999999995,8.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,neighboring_chfl,contact_vuln,11,indication,NA,3720,NA,0.058,5.800000000000001,8.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,neighboring_chfl,contact_comm,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,neighboring_chfl,contact_comm,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,neighboring_chfl,contact_comm,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,neighboring_chfl,contact_comm,0,indication,NA,0,NA,0,0,0,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,neighboring_chfl,contact_comm,0,indication,NA,0,NA,0,0,0,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,neighboring_chfl,contact_comm,0,indication,NA,0,NA,0,0,0,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202105,neighboring_chfl,contact_comm,34,indication,NA,34,NA,0.27,27,14.299999999999999,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202106,neighboring_chfl,contact_comm,5,indication,NA,39,NA,0.013,1.3,6.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202107,neighboring_chfl,contact_comm,2,indication,NA,41,NA,0.005,0.5,4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202108,neighboring_chfl,contact_comm,1,indication,NA,42,NA,0.003,0.3,3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202109,neighboring_chfl,contact_comm,5,indication,NA,47,NA,0.013,1.3,2.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202110,neighboring_chfl,contact_comm,1,indication,NA,48,NA,0.002,0.2,2.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,neighboring_chfl,contact_comm,0,indication,NA,48,NA,0,0,1.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202112,neighboring_chfl,contact_comm,0,indication,NA,48,NA,0,0,1.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202113,neighboring_chfl,contact_comm,1,indication,NA,49,NA,0.001,0.1,1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202114,neighboring_chfl,contact_comm,0,indication,NA,49,NA,0,0,0.8999999999999999,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202115,neighboring_chfl,contact_comm,0,indication,NA,49,NA,0,0,0.8,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202116,neighboring_chfl,contact_comm,0,indication,NA,49,NA,0,0,0.7000000000000001,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202117,neighboring_chfl,contact_comm,0,indication,NA,49,NA,0,0,0.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202118,neighboring_chfl,contact_comm,1,indication,NA,50,NA,0.001,0.1,0.5,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202119,neighboring_chfl,contact_comm,1,indication,NA,51,NA,0.001,0.1,0.4,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202120,neighboring_chfl,contact_comm,0,indication,NA,51,NA,0,0,0.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202121,neighboring_chfl,contact_comm,0,indication,NA,51,NA,0,0,0.3,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202122,neighboring_chfl,contact_comm,0,indication,NA,51,NA,0,0,0.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202123,neighboring_chfl,contact_comm,1,indication,NA,52,NA,0,0,0.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202124,neighboring_chfl,contact_comm,0,indication,NA,52,NA,0,0,0.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202125,neighboring_chfl,contact_comm,0,indication,NA,52,NA,0,0,0.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202126,neighboring_chfl,contact_comm,0,indication,NA,52,NA,0,0,0.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202127,neighboring_chfl,contact_comm,1,indication,NA,53,NA,0.001,0.1,0.2,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202128,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202129,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202130,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202131,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202132,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202133,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202134,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202135,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202136,neighboring_chfl,contact_comm,0,indication,NA,53,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202137,neighboring_chfl,contact_comm,2,indication,NA,55,NA,0.005,0.5,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202138,neighboring_chfl,contact_comm,0,indication,NA,55,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202139,neighboring_chfl,contact_comm,0,indication,NA,55,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202140,neighboring_chfl,contact_comm,0,indication,NA,55,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202141,neighboring_chfl,contact_comm,1,indication,NA,56,NA,0.002,0.2,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202142,neighboring_chfl,contact_comm,0,indication,NA,56,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202143,neighboring_chfl,contact_comm,0,indication,NA,56,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202144,neighboring_chfl,contact_comm,0,indication,NA,56,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202145,neighboring_chfl,contact_comm,0,indication,NA,56,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202146,neighboring_chfl,contact_comm,0,indication,NA,56,NA,0,0,0.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202052,neighboring_chfl,other,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202053,neighboring_chfl,other,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202101,neighboring_chfl,other,0,indication,NA,0,NA,NA,NA,NA,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202102,neighboring_chfl,other,0,indication,NA,0,NA,0,0,0,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202103,neighboring_chfl,other,0,indication,NA,0,NA,0,0,0,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202104,neighboring_chfl,other,3,indication,NA,3,NA,0.043,4.3,2.7,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202105,neighboring_chfl,other,8,indication,NA,11,NA,0.063,6.3,4.6,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202106,neighboring_chfl,other,13,indication,NA,24,NA,0.034,3.4000000000000004,3.9,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202107,neighboring_chfl,other,8,indication,NA,32,NA,0.02,2,3.1,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202108,neighboring_chfl,other,17,indication,NA,49,NA,0.044,4.3999999999999995,3.5000000000000004,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202109,neighboring_chfl,other,20,indication,NA,69,NA,0.053,5.3,3.9,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202110,neighboring_chfl,other,19,indication,NA,88,NA,0.039,3.9,3.9,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
202111,neighboring_chfl,other,18,indication,NA,106,NA,0.021,2.1,3.4000000000000004,NA,NA,COVID19FullyVaccPersons,2021-11-25_07-51-54,detailed
