date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202131,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202132,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202133,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202134,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202135,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202136,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202137,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202138,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202139,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202140,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202141,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202142,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202143,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202144,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202145,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202146,JU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202052,LU,male,180,sex,207582,180,0.09,0.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.298,29.799999999999997
202053,LU,male,171,sex,207582,351,0.08,0.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.312,31.2
202101,LU,male,1109,sex,207582,1460,0.53,0.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.327,32.7
202102,LU,male,1461,sex,207582,2921,0.7,1.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.389,38.9
202103,LU,male,2023,sex,207582,4944,0.97,2.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.484,48.4
202104,LU,male,3093,sex,207582,8037,1.49,3.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.427,42.699999999999996
202105,LU,male,881,sex,207582,8918,0.42,4.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.286,28.599999999999998
202106,LU,male,1479,sex,207582,10397,0.71,5.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.349,34.9
202107,LU,male,2704,sex,207582,13101,1.3,6.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.459,45.9
202108,LU,male,3128,sex,207582,16229,1.51,7.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.396,39.6
202109,LU,male,3108,sex,207582,19337,1.5,9.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.379,37.9
202110,LU,male,2028,sex,207582,21365,0.98,10.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.374,37.4
202111,LU,male,2460,sex,207582,23825,1.19,11.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.357,35.699999999999996
202112,LU,male,4353,sex,207582,28178,2.1,13.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.451,45.1
202113,LU,male,3240,sex,207582,31418,1.56,15.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.382,38.2
202114,LU,male,4031,sex,207582,35449,1.94,17.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.451,45.1
202115,LU,male,4923,sex,207582,40372,2.37,19.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.471,47.099999999999994
202116,LU,male,7356,sex,207582,47728,3.54,22.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.469,46.9
202117,LU,male,8038,sex,207582,55766,3.87,26.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.467,46.7
202118,LU,male,11280,sex,207582,67046,5.43,32.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.481,48.1
202119,LU,male,11683,sex,207582,78729,5.63,37.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.508,50.8
202120,LU,male,13439,sex,207582,92168,6.47,44.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.502,50.2
202121,LU,male,12422,sex,207582,104590,5.98,50.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.5,50
202122,LU,male,14482,sex,207582,119072,6.98,57.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.504,50.4
202123,LU,male,14113,sex,207582,133185,6.8,64.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.509,50.9
202124,LU,male,14682,sex,207582,147867,7.07,71.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.525,52.5
202125,LU,male,13511,sex,207582,161378,6.51,77.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.533,53.300000000000004
202126,LU,male,10868,sex,207582,172246,5.24,82.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.528,52.800000000000004
202127,LU,male,7758,sex,207582,180004,3.74,86.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.527,52.7
202128,LU,male,6109,sex,207582,186113,2.94,89.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.526,52.6
202129,LU,male,6578,sex,207582,192691,3.17,92.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.536,53.6
202130,LU,male,5154,sex,207582,197845,2.48,95.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.536,53.6
202131,LU,male,4573,sex,207582,202418,2.2,97.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.525,52.5
202132,LU,male,3480,sex,207582,205898,1.68,99.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.514,51.4
202133,LU,male,3367,sex,207582,209265,1.62,100.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.503,50.3
202134,LU,male,4770,sex,207582,214035,2.3,103.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.514,51.4
202135,LU,male,4004,sex,207582,218039,1.93,105.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.5,50
202136,LU,male,5928,sex,207582,223967,2.86,107.89,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.511,51.1
202137,LU,male,6168,sex,207582,230135,2.97,110.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.524,52.400000000000006
202138,LU,male,5307,sex,207582,235442,2.56,113.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.512,51.2
202139,LU,male,3976,sex,207582,239418,1.92,115.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.505,50.5
202140,LU,male,4543,sex,207582,243961,2.19,117.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.516,51.6
202141,LU,male,4958,sex,207582,248919,2.39,119.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.541,54.1
202142,LU,male,4066,sex,207582,252985,1.96,121.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.518,51.800000000000004
202143,LU,male,2363,sex,207582,255348,1.14,123.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.53,53
202144,LU,male,1884,sex,207582,257232,0.91,123.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.516,51.6
202145,LU,male,3862,sex,207582,261094,1.86,125.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.523,52.300000000000004
202146,LU,male,6607,sex,207582,267701,3.18,128.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.491,49.1
202052,LU,female,425,sex,208765,425,0.2,0.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.702,70.19999999999999
202053,LU,female,377,sex,208765,802,0.18,0.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.688,68.8
202101,LU,female,2281,sex,208765,3083,1.09,1.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.673,67.30000000000001
202102,LU,female,2290,sex,208765,5373,1.1,2.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.611,61.1
202103,LU,female,2156,sex,208765,7529,1.03,3.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.516,51.6
202104,LU,female,4153,sex,208765,11682,1.99,5.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.573,57.3
202105,LU,female,2195,sex,208765,13877,1.05,6.65,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.714,71.39999999999999
202106,LU,female,2758,sex,208765,16635,1.32,7.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.651,65.10000000000001
202107,LU,female,3182,sex,208765,19817,1.52,9.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.541,54.1
202108,LU,female,4768,sex,208765,24585,2.28,11.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.604,60.4
202109,LU,female,5099,sex,208765,29684,2.44,14.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.621,62.1
202110,LU,female,3388,sex,208765,33072,1.62,15.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.626,62.6
202111,LU,female,4439,sex,208765,37511,2.13,17.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.643,64.3
202112,LU,female,5294,sex,208765,42805,2.54,20.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.549,54.900000000000006
202113,LU,female,5252,sex,208765,48057,2.52,23.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.618,61.8
202114,LU,female,4909,sex,208765,52966,2.35,25.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.549,54.900000000000006
202115,LU,female,5524,sex,208765,58490,2.65,28.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.529,52.900000000000006
202116,LU,female,8320,sex,208765,66810,3.99,32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.531,53.1
202117,LU,female,9180,sex,208765,75990,4.4,36.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.533,53.300000000000004
202118,LU,female,12185,sex,208765,88175,5.84,42.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.519,51.9
202119,LU,female,11331,sex,208765,99506,5.43,47.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.492,49.2
202120,LU,female,13321,sex,208765,112827,6.38,54.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.498,49.8
202121,LU,female,12410,sex,208765,125237,5.94,59.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.5,50
202122,LU,female,14229,sex,208765,139466,6.82,66.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.496,49.6
202123,LU,female,13611,sex,208765,153077,6.52,73.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.491,49.1
202124,LU,female,13281,sex,208765,166358,6.36,79.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.475,47.5
202125,LU,female,11823,sex,208765,178181,5.66,85.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.467,46.7
202126,LU,female,9719,sex,208765,187900,4.66,90.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.472,47.199999999999996
202127,LU,female,6950,sex,208765,194850,3.33,93.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.473,47.3
202128,LU,female,5507,sex,208765,200357,2.64,95.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.474,47.4
202129,LU,female,5703,sex,208765,206060,2.73,98.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.464,46.400000000000006
202130,LU,female,4461,sex,208765,210521,2.14,100.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.464,46.400000000000006
202131,LU,female,4134,sex,208765,214655,1.98,102.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.475,47.5
202132,LU,female,3288,sex,208765,217943,1.57,104.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.486,48.6
202133,LU,female,3327,sex,208765,221270,1.59,105.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.497,49.7
202134,LU,female,4505,sex,208765,225775,2.16,108.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.486,48.6
202135,LU,female,4000,sex,208765,229775,1.92,110.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.5,50
202136,LU,female,5676,sex,208765,235451,2.72,112.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.489,48.9
202137,LU,female,5597,sex,208765,241048,2.68,115.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.476,47.599999999999994
202138,LU,female,5053,sex,208765,246101,2.42,117.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.488,48.8
202139,LU,female,3899,sex,208765,250000,1.87,119.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.495,49.5
202140,LU,female,4269,sex,208765,254269,2.04,121.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.484,48.4
202141,LU,female,4214,sex,208765,258483,2.02,123.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.459,45.9
202142,LU,female,3780,sex,208765,262263,1.81,125.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.482,48.199999999999996
202143,LU,female,2095,sex,208765,264358,1,126.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.47,47
202144,LU,female,1769,sex,208765,266127,0.85,127.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.484,48.4
202145,LU,female,3527,sex,208765,269654,1.69,129.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.477,47.699999999999996
202146,LU,female,6855,sex,208765,276509,3.28,132.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.509,50.9
202052,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202053,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202101,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202102,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202103,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202104,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202105,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202106,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202107,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202108,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202109,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202110,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202111,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202112,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202113,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202114,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202115,LU,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202116,LU,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202117,LU,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202118,LU,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202119,LU,unknown,0,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202120,LU,unknown,1,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202121,LU,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202122,LU,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202123,LU,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202124,LU,unknown,0,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202125,LU,unknown,1,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202126,LU,unknown,1,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202127,LU,unknown,0,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202128,LU,unknown,0,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202129,LU,unknown,0,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202130,LU,unknown,2,sex,NA,6,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202131,LU,unknown,0,sex,NA,6,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202132,LU,unknown,1,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202133,LU,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202134,LU,unknown,0,sex,NA,7,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202135,LU,unknown,1,sex,NA,8,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202136,LU,unknown,0,sex,NA,8,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202137,LU,unknown,1,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202138,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202139,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202140,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202141,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202142,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202143,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202144,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202145,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202146,LU,unknown,0,sex,NA,9,NA,NA,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202052,NE,male,0,sex,86184,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,NE,male,119,sex,86184,119,0.14,0.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.567,56.699999999999996
202101,NE,male,228,sex,86184,347,0.26,0.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.567,56.699999999999996
202102,NE,male,262,sex,86184,609,0.3,0.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.533,53.300000000000004
202103,NE,male,574,sex,86184,1183,0.67,1.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.41,41
202104,NE,male,907,sex,86184,2090,1.05,2.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.397,39.7
202105,NE,male,1561,sex,86184,3651,1.81,4.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.429,42.9
202106,NE,male,1332,sex,86184,4983,1.55,5.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.432,43.2
202107,NE,male,1134,sex,86184,6117,1.32,7.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.452,45.2
202108,NE,male,1562,sex,86184,7679,1.81,8.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.395,39.5
202109,NE,male,1681,sex,86184,9360,1.95,10.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.425,42.5
202110,NE,male,1949,sex,86184,11309,2.26,13.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.422,42.199999999999996
202111,NE,male,633,sex,86184,11942,0.73,13.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.463,46.300000000000004
202112,NE,male,2551,sex,86184,14493,2.96,16.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.42,42
202113,NE,male,2080,sex,86184,16573,2.41,19.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.42,42
202114,NE,male,2256,sex,86184,18829,2.62,21.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.442,44.2
202115,NE,male,2813,sex,86184,21642,3.26,25.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.467,46.7
202116,NE,male,3488,sex,86184,25130,4.05,29.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.479,47.9
202117,NE,male,4228,sex,86184,29358,4.91,34.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.438,43.8
202118,NE,male,2670,sex,86184,32028,3.1,37.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.443,44.3
202119,NE,male,3555,sex,86184,35583,4.12,41.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.482,48.199999999999996
202120,NE,male,4166,sex,86184,39749,4.83,46.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.492,49.2
202121,NE,male,4859,sex,86184,44608,5.64,51.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.491,49.1
202122,NE,male,5237,sex,86184,49845,6.08,57.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.494,49.4
202123,NE,male,6191,sex,86184,56036,7.18,65.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.521,52.1
202124,NE,male,5533,sex,86184,61569,6.42,71.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.516,51.6
202125,NE,male,5252,sex,86184,66821,6.09,77.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.507,50.7
202126,NE,male,5235,sex,86184,72056,6.07,83.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.508,50.8
202127,NE,male,4522,sex,86184,76578,5.25,88.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.513,51.300000000000004
202128,NE,male,4480,sex,86184,81058,5.2,94.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.526,52.6
202129,NE,male,2908,sex,86184,83966,3.37,97.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.516,51.6
202130,NE,male,2194,sex,86184,86160,2.55,99.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.499,49.9
202131,NE,male,1830,sex,86184,87990,2.12,102.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.5,50
202132,NE,male,1841,sex,86184,89831,2.14,104.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.5,50
202133,NE,male,1561,sex,86184,91392,1.81,106.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.498,49.8
202134,NE,male,1525,sex,86184,92917,1.77,107.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.488,48.8
202135,NE,male,1970,sex,86184,94887,2.29,110.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.484,48.4
202136,NE,male,2010,sex,86184,96897,2.33,112.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.491,49.1
202137,NE,male,2223,sex,86184,99120,2.58,115.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.504,50.4
202138,NE,male,2414,sex,86184,101534,2.8,117.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.509,50.9
202139,NE,male,2311,sex,86184,103845,2.68,120.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.496,49.6
202140,NE,male,1795,sex,86184,105640,2.08,122.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.502,50.2
202141,NE,male,1795,sex,86184,107435,2.08,124.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.51,51
202142,NE,male,1765,sex,86184,109200,2.05,126.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.537,53.7
202143,NE,male,1372,sex,86184,110572,1.59,128.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.512,51.2
202144,NE,male,1139,sex,86184,111711,1.32,129.62,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.532,53.2
202145,NE,male,869,sex,86184,112580,1.01,130.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.52,52
202146,NE,male,1536,sex,86184,114116,1.78,132.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.5,50
202052,NE,female,0,sex,89710,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
