date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202104,GL,vaccination_centre,729,location,40851,1242,NA,0.782,78.2,51.5,1.78,3.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,GL,vaccination_centre,174,location,40851,1416,NA,0.307,30.7,47.599999999999994,0.43,3.47,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,GL,vaccination_centre,144,location,40851,1560,NA,0.247,24.7,43.8,0.35,3.82,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,GL,vaccination_centre,215,location,40851,1775,NA,0.535,53.5,44.800000000000004,0.53,4.35,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,GL,vaccination_centre,872,location,40851,2647,NA,0.841,84.1,53,2.13,6.48,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,GL,vaccination_centre,681,location,40851,3328,NA,0.929,92.9,58.099999999999994,1.67,8.15,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,GL,vaccination_centre,165,location,40851,3493,NA,0.613,61.3,58.199999999999996,0.4,8.55,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,GL,vaccination_centre,707,location,40851,4200,NA,0.83,83,61.3,1.73,10.28,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,GL,vaccination_centre,877,location,40851,5077,NA,1,100,65.7,2.15,12.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,GL,vaccination_centre,868,location,40851,5945,NA,0.979,97.89999999999999,69,2.12,14.55,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,GL,vaccination_centre,184,location,40851,6129,NA,0.814,81.39999999999999,69.3,0.45,15,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,GL,vaccination_centre,871,location,40851,7000,NA,0.853,85.3,71,2.13,17.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,GL,vaccination_centre,1691,location,40851,8691,NA,0.98,98,75,4.14,21.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,GL,vaccination_centre,2134,location,40851,10825,NA,0.969,96.89999999999999,78.5,5.22,26.5,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,GL,vaccination_centre,2166,location,40851,12991,NA,0.985,98.5,81.2,5.3,31.8,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,GL,vaccination_centre,1265,location,40851,14256,NA,0.981,98.1,82.5,3.1,34.9,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,GL,vaccination_centre,2241,location,40851,16497,NA,0.811,81.10000000000001,82.3,5.49,40.38,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,GL,vaccination_centre,1740,location,40851,18237,NA,0.809,80.9,82.19999999999999,4.26,44.64,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,GL,vaccination_centre,2055,location,40851,20292,NA,0.933,93.30000000000001,83.2,5.03,49.67,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,GL,vaccination_centre,2178,location,40851,22470,NA,0.948,94.8,84.2,5.33,55,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,GL,vaccination_centre,2147,location,40851,24617,NA,0.799,79.9,83.8,5.26,60.26,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,GL,vaccination_centre,1852,location,40851,26469,NA,0.853,85.3,83.89999999999999,4.53,64.79,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,GL,vaccination_centre,644,location,40851,27113,NA,0.779,77.9,83.7,1.58,66.37,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,GL,vaccination_centre,807,location,40851,27920,NA,0.8,80,83.6,1.98,68.35,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,GL,vaccination_centre,883,location,40851,28803,NA,0.895,89.5,83.8,2.16,70.51,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,GL,vaccination_centre,1331,location,40851,30134,NA,1,100,84.39999999999999,3.26,73.77,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,GL,vaccination_centre,0,location,40851,30134,NA,0,0,84.3,0,73.77,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,GL,vaccination_centre,0,location,40851,30134,NA,0,0,84.3,0,73.77,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,GL,vaccination_centre,554,location,40851,30688,NA,0.986,98.6,84.5,1.36,75.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,GL,vaccination_centre,1499,location,40851,32187,NA,0.966,96.6,85,3.67,78.79,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,GL,vaccination_centre,493,location,40851,32680,NA,0.873,87.3,85,1.21,80,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,GL,vaccination_centre,777,location,40851,33457,NA,0.955,95.5,85.2,1.9,81.9,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,GL,vaccination_centre,1027,location,40851,34484,NA,0.977,97.7,85.6,2.51,84.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,GL,vaccination_centre,1297,location,40851,35781,NA,0.976,97.6,85.9,3.17,87.59,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,GL,vaccination_centre,588,location,40851,36369,NA,0.909,90.9,86,1.44,89.03,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,GL,vaccination_centre,1277,location,40851,37646,NA,0.979,97.89999999999999,86.4,3.13,92.15,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,GL,vaccination_centre,523,location,40851,38169,NA,0.873,87.3,86.4,1.28,93.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,GL,vaccination_centre,899,location,40851,39068,NA,0.935,93.5,86.5,2.2,95.64,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,GL,vaccination_centre,950,location,40851,40018,NA,0.991,99.1,86.8,2.33,97.96,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,GL,vaccination_centre,166,location,40851,40184,NA,0.725,72.5,86.7,0.41,98.37,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,GL,vaccination_centre,127,location,40851,40311,NA,0.683,68.30000000000001,86.7,0.31,98.68,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,GL,nursing_home,0,location,40851,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,GL,nursing_home,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,GL,medical_practice,0,location,40851,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,GL,medical_practice,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,GL,medical_practice,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,GL,medical_practice,2,location,40851,2,NA,0.004,0.4,0.2,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,GL,medical_practice,0,location,40851,2,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,GL,medical_practice,0,location,40851,2,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,GL,medical_practice,0,location,40851,2,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,GL,medical_practice,2,location,40851,4,NA,0.003,0.3,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,GL,medical_practice,0,location,40851,4,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,GL,medical_practice,0,location,40851,4,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,GL,medical_practice,0,location,40851,4,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,GL,medical_practice,6,location,40851,10,NA,0.022,2.1999999999999997,0.2,0.01,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,GL,medical_practice,0,location,40851,10,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,GL,medical_practice,0,location,40851,10,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,GL,medical_practice,0,location,40851,10,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,GL,medical_practice,0,location,40851,10,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,GL,medical_practice,1,location,40851,11,NA,0.001,0.1,0.1,0,0.03,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,GL,medical_practice,4,location,40851,15,NA,0.002,0.2,0.1,0.01,0.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,GL,medical_practice,2,location,40851,17,NA,0.001,0.1,0.1,0,0.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,GL,medical_practice,0,location,40851,17,NA,0,0,0.1,0,0.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,GL,medical_practice,0,location,40851,17,NA,0,0,0.1,0,0.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,GL,medical_practice,478,location,40851,495,NA,0.173,17.299999999999997,2.5,1.17,1.21,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,GL,medical_practice,248,location,40851,743,NA,0.115,11.5,3.3000000000000003,0.61,1.82,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,GL,medical_practice,107,location,40851,850,NA,0.049,4.9,3.5000000000000004,0.26,2.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,GL,medical_practice,91,location,40851,941,NA,0.04,4,3.5000000000000004,0.22,2.3,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,GL,medical_practice,531,location,40851,1472,NA,0.198,19.8,5,1.3,3.6,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,GL,medical_practice,251,location,40851,1723,NA,0.116,11.600000000000001,5.5,0.61,4.22,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,GL,medical_practice,113,location,40851,1836,NA,0.137,13.700000000000001,5.7,0.28,4.49,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,GL,medical_practice,97,location,40851,1933,NA,0.096,9.6,5.800000000000001,0.24,4.73,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,GL,medical_practice,83,location,40851,2016,NA,0.084,8.4,5.8999999999999995,0.2,4.94,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,GL,medical_practice,0,location,40851,2016,NA,0,0,5.6000000000000005,0,4.94,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,GL,medical_practice,20,location,40851,2036,NA,0.541,54.1,5.7,0.05,4.98,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,GL,medical_practice,7,location,40851,2043,NA,0.412,41.199999999999996,5.7,0.02,5,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,GL,medical_practice,8,location,40851,2051,NA,0.014,1.4000000000000001,5.6000000000000005,0.02,5.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,GL,medical_practice,4,location,40851,2055,NA,0.003,0.3,5.4,0.01,5.03,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,GL,medical_practice,30,location,40851,2085,NA,0.053,5.3,5.4,0.07,5.1,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,GL,medical_practice,3,location,40851,2088,NA,0.004,0.4,5.3,0.01,5.11,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,GL,medical_practice,1,location,40851,2089,NA,0.001,0.1,5.2,0,5.11,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,GL,medical_practice,32,location,40851,2121,NA,0.024,2.4,5.1,0.08,5.19,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,GL,medical_practice,49,location,40851,2170,NA,0.076,7.6,5.1,0.12,5.31,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,GL,medical_practice,7,location,40851,2177,NA,0.005,0.5,5,0.02,5.33,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,GL,medical_practice,35,location,40851,2212,NA,0.058,5.800000000000001,5,0.09,5.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,GL,medical_practice,18,location,40851,2230,NA,0.019,1.9,4.9,0.04,5.46,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,GL,medical_practice,0,location,40851,2230,NA,0,0,4.8,0,5.46,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,GL,medical_practice,36,location,40851,2266,NA,0.157,15.7,4.9,0.09,5.55,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,GL,medical_practice,37,location,40851,2303,NA,0.199,19.900000000000002,5,0.09,5.64,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,GL,pharmacy,0,location,40851,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,GL,pharmacy,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,GL,pharmacy,44,location,40851,44,NA,0.016,1.6,0.2,0.11,0.11,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,GL,pharmacy,66,location,40851,110,NA,0.031,3.1,0.5,0.16,0.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,GL,pharmacy,0,location,40851,110,NA,0,0,0.5,0,0.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,GL,pharmacy,0,location,40851,110,NA,0,0,0.4,0,0.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,GL,pharmacy,0,location,40851,110,NA,0,0,0.4,0,0.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,GL,pharmacy,66,location,40851,176,NA,0.03,3,0.6,0.16,0.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,GL,pharmacy,44,location,40851,220,NA,0.053,5.3,0.7000000000000001,0.11,0.54,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,GL,pharmacy,76,location,40851,296,NA,0.075,7.5,0.8999999999999999,0.19,0.72,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,GL,pharmacy,21,location,40851,317,NA,0.021,2.1,0.8999999999999999,0.05,0.78,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,GL,pharmacy,0,location,40851,317,NA,0,0,0.8999999999999999,0,0.78,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,GL,pharmacy,0,location,40851,317,NA,0,0,0.8999999999999999,0,0.78,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,GL,pharmacy,0,location,40851,317,NA,0,0,0.8999999999999999,0,0.78,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,GL,pharmacy,0,location,40851,317,NA,0,0,0.8999999999999999,0,0.78,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,GL,pharmacy,44,location,40851,361,NA,0.028,2.8000000000000003,1,0.11,0.88,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,GL,pharmacy,42,location,40851,403,NA,0.074,7.3999999999999995,1,0.1,0.99,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,GL,pharmacy,26,location,40851,429,NA,0.032,3.2,1.0999999999999999,0.06,1.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,GL,pharmacy,21,location,40851,450,NA,0.02,2,1.0999999999999999,0.05,1.1,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,GL,pharmacy,0,location,40851,450,NA,0,0,1.0999999999999999,0,1.1,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,GL,pharmacy,10,location,40851,460,NA,0.015,1.5,1.0999999999999999,0.02,1.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,GL,pharmacy,21,location,40851,481,NA,0.016,1.6,1.0999999999999999,0.05,1.18,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,GL,pharmacy,41,location,40851,522,NA,0.068,6.800000000000001,1.2,0.1,1.28,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,GL,pharmacy,44,location,40851,566,NA,0.046,4.6,1.3,0.11,1.39,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,GL,pharmacy,9,location,40851,575,NA,0.009,0.8999999999999999,1.2,0.02,1.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,GL,pharmacy,27,location,40851,602,NA,0.118,11.799999999999999,1.3,0.07,1.47,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,GL,pharmacy,22,location,40851,624,NA,0.118,11.799999999999999,1.3,0.05,1.53,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,GL,hospital,0,location,40851,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,GL,hospital,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,GL,hospital,0,location,40851,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,GL,hospital,2,location,40851,2,NA,0.004,0.4,0.2,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,GL,hospital,2,location,40851,4,NA,0.004,0.4,0.3,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,GL,hospital,1,location,40851,5,NA,0.001,0.1,0.2,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,GL,hospital,0,location,40851,5,NA,0,0,0.2,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,GL,hospital,0,location,40851,5,NA,0,0,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,GL,hospital,1,location,40851,6,NA,0.002,0.2,0.2,0,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,GL,hospital,1,location,40851,7,NA,0.001,0.1,0.1,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,GL,hospital,0,location,40851,7,NA,0,0,0.1,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,GL,hospital,1,location,40851,8,NA,0.004,0.4,0.1,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
